,radius,value,type
1477,0.75,63.71316150430907,poisson
1478,0.75,401.42139518754584,gaussian
1479,0.75,349.9929927758261,triangular
1480,0.75,391.08955766519887,uniform
1481,0.75,381.46983366547295,poisson
1482,0.75,86.05242732802141,gaussian
1483,0.75,465.463948695959,triangular
1484,0.75,308.4481628929147,uniform
1485,0.75,251.752212535082,poisson
1486,0.75,173.42380112126204,gaussian
1487,0.75,72.36839610613858,triangular
1488,0.75,210.36626697274897,uniform
1489,0.75,191.18393795274932,poisson
1490,0.75,328.6023716499151,gaussian
1491,0.75,233.0109670480997,triangular
1492,0.75,177.93781791706783,uniform
1493,0.75,63.07230689655378,poisson
1494,0.75,294.0618243939768,gaussian
1495,0.75,346.844969059326,triangular
1496,0.75,647.8363377254391,uniform
1497,0.75,127.5162854512347,poisson
1498,0.75,454.22365172331985,gaussian
1499,0.75,616.2831261349476,triangular
1500,0.75,493.1517019675322,uniform
1501,0.75,318.64104198313635,poisson
1502,0.75,561.7392582800095,gaussian
1503,0.75,306.19585167387936,triangular
1504,0.75,187.5360505388822,uniform
1505,0.75,190.0518050595888,poisson
1506,0.75,253.13926451062412,gaussian
1507,0.75,310.99729852571704,triangular
1508,0.75,243.6818618975249,uniform
1509,0.75,188.80084624946818,poisson
1510,0.75,119.73300362064651,gaussian
1511,0.75,613.4058716029873,triangular
1512,0.75,106.92486340459284,uniform
1513,0.75,568.6450747370081,poisson
1514,0.75,77.22639462019667,gaussian
1515,0.75,612.6691334157591,triangular
1516,0.75,478.588738838231,uniform
1517,0.75,316.7815600483354,poisson
1518,0.75,5.807199599486812,gaussian
1519,0.75,351.6864000544763,triangular
1520,0.75,249.9473284858383,uniform
1521,0.75,253.852802224929,poisson
1522,0.75,78.96312330342653,gaussian
1523,0.75,639.0634298974833,triangular
1524,0.75,106.45432495935965,uniform
1525,0.75,63.15243316310409,poisson
1526,0.75,288.3874396150554,gaussian
1527,0.75,288.47836053881616,triangular
1528,0.75,169.0420159799098,uniform
1529,0.75,573.1797753248678,poisson
1530,0.75,129.916037481457,gaussian
1531,0.75,527.9004582116534,triangular
1532,0.75,115.07021737001504,uniform
1533,0.75,315.46807823949894,poisson
1534,0.75,240.69678554566707,gaussian
1535,0.75,334.51256571852866,triangular
1536,0.75,513.8034258893827,uniform
1537,0.75,316.7601190631287,poisson
1538,0.75,94.85890331182925,gaussian
1539,0.75,292.99024333087567,triangular
1540,0.75,535.3076596867529,uniform
1541,0.75,317.94254238205303,poisson
1542,0.75,80.08131905667223,gaussian
1543,0.75,560.6749975147274,triangular
1544,0.75,528.6058784714787,uniform
1545,0.75,377.91069695149747,poisson
1546,0.75,30.267037846965085,gaussian
1547,0.75,426.4615134994599,triangular
1548,0.75,576.299330079146,uniform
1549,0.75,378.44605224274693,poisson
1550,0.75,226.59001340524486,gaussian
1551,0.75,385.75191363318567,triangular
1552,0.75,725.4773251109524,uniform
1553,0.75,253.2351881407228,poisson
1554,0.75,3.8035533678711038,gaussian
1555,0.75,516.9298076799704,triangular
1556,0.75,611.5727188714549,uniform
1557,0.75,253.73750118887068,poisson
1558,0.75,23.567587717760393,gaussian
1559,0.75,249.77319338155263,triangular
1560,0.75,592.7135477996349,uniform
1561,0.75,443.10758329896504,poisson
1562,0.75,527.3668178262888,gaussian
1563,0.75,74.12542870121223,triangular
1564,0.75,363.3482194611005,uniform
1565,0.75,189.33723563961695,poisson
1566,0.75,114.40825342538686,gaussian
1567,0.75,548.6299117786447,triangular
1568,0.75,102.19203404296285,uniform
1569,0.75,314.91801287229737,poisson
1570,0.75,38.218583493113705,gaussian
1571,0.75,232.58798833743626,triangular
1572,0.75,175.7460256308305,uniform
1573,0.75,765.2698008400082,poisson
1574,0.75,262.1169254078696,gaussian
1575,0.75,280.9358007823623,triangular
1576,0.75,267.21052332461835,uniform
1577,0.75,63.72653369852148,poisson
1578,0.75,170.3604934594233,gaussian
1579,0.75,170.5115739426982,triangular
1580,0.75,702.1321719297507,uniform
1581,0.75,188.84778152984975,poisson
1582,0.75,461.7095911955154,gaussian
1583,0.75,663.7186014680028,triangular
1584,0.75,446.6232513024558,uniform
1585,0.75,378.84610048794707,poisson
1586,0.75,244.37540543681163,gaussian
1587,0.75,347.50122788803117,triangular
1588,0.75,144.23208168901914,uniform
1589,0.75,381.0418035354671,poisson
1590,0.75,668.0321389805747,gaussian
1591,0.75,417.8622405883136,triangular
1592,0.75,145.81482455787705,uniform
1593,0.75,571.7595291483698,poisson
1594,0.75,24.579303384641744,gaussian
1595,0.75,662.5278681396143,triangular
1596,0.75,164.67067387952744,uniform
1597,0.75,377.7258189640424,poisson
1598,0.75,355.6273791943281,gaussian
1599,0.75,563.8758783256197,triangular
1600,1.0,80.76433122837156,uniform
1601,1.0,592.3930505438515,poisson
1602,1.0,777.03892998349,gaussian
1603,1.0,365.26573596350386,triangular
1604,1.0,381.1414883285312,uniform
1605,1.0,169.39774378804876,poisson
1606,1.0,455.67751014508093,gaussian
1607,1.0,386.35022151628766,triangular
1608,1.0,527.9693139096762,uniform
1609,1.0,335.85325076595257,poisson
1610,1.0,287.72965789802504,gaussian
1611,1.0,686.6053034933784,triangular
1612,1.0,659.6493470942994,uniform
1613,1.0,928.6373340733287,poisson
1614,1.0,540.2277208624291,gaussian
1615,1.0,581.8795345216718,triangular
1616,1.0,764.056697506615,uniform
1617,1.0,846.2823231538414,poisson
1618,1.0,17.785730746923637,gaussian
1619,1.0,530.8778999423627,triangular
1620,1.0,71.55555384857978,uniform
1621,1.0,760.3296692374093,poisson
1622,1.0,123.88509938203492,gaussian
1623,1.0,339.67648702786653,triangular
1624,1.0,435.4788590902947,uniform
1625,1.0,422.0751533983514,poisson
1626,1.0,538.4413693058732,gaussian
1627,1.0,470.86674359340697,triangular
1628,1.0,959.3006510933977,uniform
1629,1.0,507.11944472185553,poisson
1630,1.0,133.5902916574969,gaussian
1631,1.0,468.6564427668182,triangular
1632,1.0,346.7485597306214,uniform
1633,1.0,423.6538987618462,poisson
1634,1.0,506.0966448298816,gaussian
1635,1.0,840.2586445117058,triangular
1636,1.0,342.01001034487587,uniform
1637,1.0,252.92293280151117,poisson
1638,1.0,15.011548914120604,gaussian
1639,1.0,869.1229781506705,triangular
1640,1.0,140.7173293743672,uniform
1641,1.0,170.03012898992296,poisson
1642,1.0,123.19616270294829,gaussian
1643,1.0,200.33374810637113,triangular
1644,1.0,648.5805798445216,uniform
1645,1.0,594.367169897961,poisson
1646,1.0,115.30430083785724,gaussian
1647,1.0,652.9590521483012,triangular
1648,1.0,789.3482620032083,uniform
1649,1.0,169.84965913224823,poisson
1650,1.0,189.04910757156824,gaussian
1651,1.0,366.9578222225392,triangular
1652,1.0,141.7352105338097,uniform
1653,1.0,339.3452405520048,poisson
1654,1.0,402.53361772182615,gaussian
1655,1.0,347.53991926938266,triangular
1656,1.0,701.7080657148102,uniform
1657,1.0,504.15857970497433,poisson
1658,1.0,335.95250017149414,gaussian
1659,1.0,559.0016096189836,triangular
1660,1.0,629.5503204474987,uniform
1661,1.0,84.26778443140753,poisson
1662,1.0,42.39362376008425,gaussian
1663,1.0,471.4726362684667,triangular
1664,1.0,805.6941248494359,uniform
1665,1.0,509.3065883134623,poisson
1666,1.0,203.7813327202916,gaussian
1667,1.0,557.5866224417764,triangular
1668,1.0,188.82568014669488,uniform
1669,1.0,592.9541641232862,poisson
1670,1.0,511.8940396018568,gaussian
1671,1.0,322.57657902559873,triangular
1672,1.0,447.99183314169335,uniform
1673,1.0,422.732882903153,poisson
1674,1.0,510.0443183859432,gaussian
1675,1.0,494.7469420206322,triangular
1676,1.0,9.2006903120331,uniform
1677,1.0,507.1515036664456,poisson
1678,1.0,524.0760639201627,gaussian
1679,1.0,318.2943991944417,triangular
1680,1.0,32.653881397328426,uniform
1681,1.0,678.5589812386661,poisson
1682,1.0,45.297964618202,gaussian
1683,1.0,702.7119002160335,triangular
1684,1.0,503.2416470861324,uniform
1685,1.0,251.93048835200076,poisson
1686,1.0,333.38248042837125,gaussian
1687,1.0,617.7947558335907,triangular
1688,1.0,554.4144241278963,uniform
1689,1.0,505.76792286139306,poisson
1690,1.0,166.23179766189733,gaussian
1691,1.0,353.6524387883091,triangular
1692,1.0,719.1179070147651,uniform
1693,1.0,338.9659605681938,poisson
1694,1.0,575.1863070215073,gaussian
1695,1.0,265.18117947519534,triangular
1696,1.0,757.2879604509674,uniform
1697,1.0,510.1839079101079,poisson
1698,1.0,333.73397804600955,gaussian
1699,1.0,461.23463068697276,triangular
1700,1.0,1.2236667779089954,uniform
1701,1.0,510.0013917869818,poisson
1702,1.0,256.85816642508144,gaussian
1703,1.0,174.94696508542964,triangular
1704,1.0,516.1603275986755,uniform
1705,1.0,592.8894566284098,poisson
1706,1.0,2.7071052723638656,gaussian
1707,1.0,761.0996333862865,triangular
1708,1.0,12.153602467720427,uniform
1709,1.0,338.2629258360793,poisson
1710,1.0,168.1177306599277,gaussian
1711,1.0,553.1870485303492,triangular
1712,1.0,679.7091356964245,uniform
1713,1.0,424.92280676483983,poisson
1714,1.0,740.1848959894864,gaussian
1715,1.0,561.1996429635948,triangular
1716,1.0,22.636098851242135,uniform
1717,1.0,421.5760557522993,poisson
1718,1.0,534.417062008804,gaussian
1719,1.0,575.8175077876245,triangular
1720,1.0,183.74493341960408,uniform
1721,1.0,503.5918499715509,poisson
1722,1.0,111.72949218753038,gaussian
1723,1.0,242.38808469223432,triangular
1724,1.0,66.22896412642685,uniform
1725,1.0,505.0626484195818,poisson
1726,1.0,580.0317321419313,gaussian
1727,1.0,513.2014111141627,triangular
1728,1.0,187.106365911101,uniform
1729,1.0,674.1729787357613,poisson
1730,1.0,551.0052039641824,gaussian
1731,1.0,955.4654559723768,triangular
1732,1.0,739.8584911245795,uniform
1733,1.0,337.3238959616686,poisson
1734,1.0,275.248566133252,gaussian
1735,1.0,488.3033947521397,triangular
1736,1.0,575.0171823387955,uniform
1737,1.0,254.66132303845902,poisson
1738,1.0,144.37585343920847,gaussian
1739,1.0,921.5749824073806,triangular
1740,1.0,554.6846453084477,uniform
1741,1.0,755.6674392580236,poisson
1742,1.0,494.7526134768083,gaussian
1743,1.0,428.044788562412,triangular
1744,1.0,232.38338632832182,uniform
1745,1.0,252.6372318393786,poisson
1746,1.0,276.5925455924256,gaussian
1747,1.0,484.33758565651857,triangular
1748,1.0,591.0708886914956,uniform
1749,1.0,510.1755568586331,poisson
1750,1.0,565.2141864171361,gaussian
1751,1.0,166.2191371761897,triangular
1752,1.0,520.3580136386155,uniform
1753,1.0,84.06150029677558,poisson
1754,1.0,56.42819765437457,gaussian
1755,1.0,624.6049179060819,triangular
1756,1.0,51.0410477420396,uniform
1757,1.0,589.1889127258746,poisson
1758,1.0,18.6182417770427,gaussian
1759,1.0,540.6443728184406,triangular
1760,1.0,640.1618526239171,uniform
1761,1.0,757.8822353401617,poisson
1762,1.0,192.0067834119915,gaussian
1763,1.0,397.13188077559215,triangular
1764,1.0,393.59480324874886,uniform
1765,1.0,509.9443145943898,poisson
1766,1.0,97.20871619757642,gaussian
1767,1.0,635.5751450177585,triangular
1768,1.0,54.732731992124464,uniform
1769,1.0,425.1390811078663,poisson
1770,1.0,412.40225353490877,gaussian
1771,1.0,712.2557032367986,triangular
1772,1.0,1.622619314933572,uniform
1773,1.0,252.30012019939608,poisson
1774,1.0,172.80028120499557,gaussian
1775,1.0,384.25725745855306,triangular
1776,1.0,985.2483833586801,uniform
1777,1.0,254.86711353339743,poisson
1778,1.0,865.7106350615215,gaussian
1779,1.0,864.3759766180056,triangular
1780,1.0,22.887743411492465,uniform
1781,1.0,510.1333225764816,poisson
1782,1.0,587.0722478066571,gaussian
1783,1.0,523.2207013944909,triangular
1784,1.0,73.96397580314292,uniform
1785,1.0,505.94526768255844,poisson
1786,1.0,464.71367483724487,gaussian
1787,1.0,286.026974490008,triangular
1788,1.0,257.2085057200786,uniform
1789,1.0,931.4849640994714,poisson
1790,1.0,99.36397570176277,gaussian
1791,1.0,708.4399152908642,triangular
1792,1.0,506.95181478453765,uniform
1793,1.0,84.0463764862926,poisson
1794,1.0,256.44918661173307,gaussian
1795,1.0,806.7567059341228,triangular
1796,1.0,168.7568204242473,uniform
1797,1.0,587.67990752285,poisson
1798,1.0,629.6695814080784,gaussian
1799,1.0,68.05475421337495,triangular
1800,1.0,425.95132114759895,uniform
1801,1.0,254.78219095627074,poisson
1802,1.0,77.61644090589138,gaussian
1803,1.0,648.0005378026253,triangular
1804,1.0,741.8729906187101,uniform
1805,1.0,764.1820310759944,poisson
1806,1.0,321.0767035086285,gaussian
1807,1.0,427.97668968930003,triangular
1808,1.0,505.9356081505777,uniform
1809,1.0,592.0539685269523,poisson
1810,1.0,502.9898975394246,gaussian
1811,1.0,249.9873388371017,triangular
1812,1.0,509.1957705603245,uniform
1813,1.0,505.85067727483244,poisson
1814,1.0,480.5427948410888,gaussian
1815,1.0,852.8102408959325,triangular
1816,1.0,404.93174955158605,uniform
1817,1.0,675.2015343688923,poisson
1818,1.0,336.47152892664735,gaussian
1819,1.0,639.6051747167036,triangular
1820,1.0,430.71579467692834,uniform
1821,1.0,425.1463107594124,poisson
1822,1.0,45.437535851946194,gaussian
1823,1.0,140.9160153936599,triangular
1824,1.0,537.3633494140207,uniform
1825,1.0,419.84363536028894,poisson
1826,1.0,188.69013599281203,gaussian
1827,1.0,756.065982777719,triangular
1828,1.0,771.6657773504734,uniform
1829,1.0,253.12903857112357,poisson
1830,1.0,37.999921122111544,gaussian
1831,1.0,882.3407986547003,triangular
1832,1.0,792.463289821878,uniform
1833,1.0,590.0150745574763,poisson
1834,1.0,449.57474951713294,gaussian
1835,1.0,336.7339818310061,triangular
1836,1.0,910.2127592476944,uniform
1837,1.0,420.7091278390167,poisson
1838,1.0,839.0848821336061,gaussian
1839,1.0,499.03849098173737,triangular
1840,1.0,186.93892990647169,uniform
1841,1.0,839.1733581869579,poisson
1842,1.0,127.83384592001929,gaussian
1843,1.0,482.66212265317984,triangular
1844,1.0,454.08541566754656,uniform
1845,1.0,424.7939906983342,poisson
1846,1.0,43.50642388181722,gaussian
1847,1.0,52.60891959283471,triangular
1848,1.0,172.70293452304054,uniform
1849,1.0,252.30892136178534,poisson
1850,1.0,259.5943383118975,gaussian
1851,1.0,498.942173834533,triangular
1852,1.0,660.9504838898433,uniform
1853,1.0,336.0150662784837,poisson
1854,1.0,461.37197510260654,gaussian
1855,1.0,473.48421108882195,triangular
1856,1.0,107.78781584341291,uniform
1857,1.0,591.6696241950689,poisson
1858,1.0,92.11108727721547,gaussian
1859,1.0,716.2262818814758,triangular
1860,1.0,782.0169750157992,uniform
1861,1.0,336.5099543161524,poisson
1862,1.0,149.1389743696011,gaussian
1863,1.0,459.24054503457967,triangular
1864,1.0,736.0859692239297,uniform
1865,1.0,508.4825582702789,poisson
1866,1.0,343.4967062011505,gaussian
1867,1.0,377.1210549973393,triangular
1868,1.0,399.5830394665041,uniform
1869,1.0,253.23783129289157,poisson
1870,1.0,11.476168559222387,gaussian
1871,1.0,977.6445713073988,triangular
1872,1.0,256.6603134953225,uniform
1873,1.0,335.7181749202223,poisson
1874,1.0,273.34824931313875,gaussian
1875,1.0,534.4192219926755,triangular
1876,1.0,364.209294447738,uniform
1877,1.0,254.52575877007877,poisson
1878,1.0,207.97170467773697,gaussian
1879,1.0,498.9182833692718,triangular
1880,1.0,849.7548743035989,uniform
1881,1.0,339.14808387032025,poisson
1882,1.0,40.81507667177052,gaussian
1883,1.0,438.5835561696518,triangular
1884,1.0,899.6508015955537,uniform
1885,1.0,424.3653143183741,poisson
1886,1.0,434.47441090720304,gaussian
1887,1.0,405.1591338532249,triangular
1888,1.0,283.7638905371431,uniform
1889,1.0,254.3576750602889,poisson
1890,1.0,31.290986693887827,gaussian
1891,1.0,621.3476805234335,triangular
1892,1.0,910.0225330934463,uniform
1893,1.0,923.1429090615239,poisson
1894,1.0,108.24306484739365,gaussian
1895,1.0,359.5083865003405,triangular
1896,1.0,418.92595545791625,uniform
1897,1.0,422.2633231499812,poisson
1898,1.0,623.3734332360132,gaussian
1899,1.0,164.3586745633942,triangular
1900,1.0,521.8732536945898,uniform
1901,1.0,424.3674737994728,poisson
1902,1.0,188.41578605998993,gaussian
1903,1.0,671.4001538999928,triangular
1904,1.0,219.12515918907613,uniform
1905,1.0,420.00957977811936,poisson
1906,1.0,232.13219467736394,gaussian
1907,1.0,660.0028167697723,triangular
1908,1.0,586.7811300304983,uniform
1909,1.0,252.69831310406377,poisson
1910,1.0,146.02808812205382,gaussian
1911,1.0,644.4718219466238,triangular
1912,1.0,205.5190309392864,uniform
1913,1.0,251.79070845605017,poisson
1914,1.0,206.78033303808428,gaussian
1915,1.0,513.8766215480671,triangular
1916,1.0,612.174306267911,uniform
1917,1.0,337.3864067065172,poisson
1918,1.0,463.22946558458773,gaussian
1919,1.0,695.7763265077034,triangular
1920,1.0,144.7201431278457,uniform
1921,1.0,844.5454617610588,poisson
1922,1.0,17.237394899858057,gaussian
1923,1.0,468.1089933870761,triangular
1924,1.0,977.8791255981405,uniform
1925,1.0,337.69564647743584,poisson
1926,1.0,277.2501508756119,gaussian
1927,1.0,493.0428431596474,triangular
1928,1.0,203.61244693272326,uniform
1929,1.0,424.75628959352946,poisson
1930,1.0,90.32133347928422,gaussian
1931,1.0,515.4162694230432,triangular
1932,1.0,288.54139922235436,uniform
1933,1.0,671.6530459544354,poisson
1934,1.0,412.03801552074185,gaussian
1935,1.0,517.2572475213756,triangular
1936,1.0,584.5251265115405,uniform
1937,1.0,337.2928462560991,poisson
1938,1.0,2.2261779657190806,gaussian
1939,1.0,769.94127730919,triangular
1940,1.0,416.04288001068613,uniform
1941,1.0,255.06827522788151,poisson
1942,1.0,304.0607153772594,gaussian
1943,1.0,782.4729050370893,triangular
1944,1.0,596.638424644356,uniform
1945,1.0,678.0755326946467,poisson
1946,1.0,246.97758769542355,gaussian
1947,1.0,338.9974290819592,triangular
1948,1.0,919.5373566520991,uniform
1949,1.0,255.01140491219633,poisson
1950,1.0,466.3912997953327,gaussian
1951,1.0,642.4320170231465,triangular
1952,1.0,592.164110469133,uniform
1953,1.0,169.04770340285887,poisson
1954,1.0,295.406444399597,gaussian
1955,1.0,244.95881948025544,triangular
1956,1.0,256.0384001149092,uniform
1957,1.0,167.85457118126968,poisson
1958,1.0,120.46906720352118,gaussian
1959,1.0,608.930928503183,triangular
1960,1.0,344.18850073073645,uniform
1961,1.0,252.9462690326975,poisson
1962,1.0,120.5655366147161,gaussian
1963,1.0,681.140518069046,triangular
1964,1.0,406.1718860119212,uniform
1965,1.0,423.4560770132926,poisson
1966,1.0,321.2744753908896,gaussian
1967,1.0,440.5491084721788,triangular
1968,1.0,71.89034408693416,uniform
1969,1.0,594.598631032829,poisson
1970,1.0,310.03895391315683,gaussian
1971,1.0,909.1516624810617,triangular
1972,1.0,880.1965355306058,uniform
1973,1.0,503.4624748901757,poisson
1974,1.0,183.16713509889215,gaussian
1975,1.0,174.04657697104864,triangular
1976,1.0,203.65408591783012,uniform
1977,1.0,923.0116481622529,poisson
1978,1.0,309.9245753250752,gaussian
1979,1.0,404.4169126063118,triangular
1980,1.0,39.502383102944385,uniform
1981,1.0,764.6839787619648,poisson
1982,1.0,187.2459132711331,gaussian
1983,1.0,791.8425772053698,triangular
1984,1.0,530.8174859723424,uniform
1985,1.0,758.1472873991485,poisson
1986,1.0,135.10555403394477,gaussian
1987,1.0,298.0945693517573,triangular
1988,1.0,350.0382471404038,uniform
1989,1.0,252.21307371395864,poisson
1990,1.0,120.10972651333674,gaussian
1991,1.0,708.6038909109608,triangular
1992,1.0,20.76007819519225,uniform
1993,1.0,759.055326444536,poisson
1994,1.0,352.00520010250415,gaussian
1995,1.0,578.9059086256252,triangular
1996,1.0,387.1650026602286,uniform
1997,1.0,419.54946825767377,poisson
1998,1.0,228.65718066977232,gaussian
1999,1.0,275.38079138231654,triangular
2000,1.25,1004.0761402099556,uniform
2001,1.25,212.1983464742042,poisson
2002,1.25,243.02290333096025,gaussian
2003,1.25,149.2526175563046,triangular
2004,1.25,531.3046712983266,uniform
2005,1.25,209.94506524047972,poisson
2006,1.25,714.9893668777123,gaussian
2007,1.25,641.4578884073969,triangular
2008,1.25,49.375850483484776,uniform
2009,1.25,318.8150583173762,poisson
2010,1.25,162.9494839271253,gaussian
2011,1.25,378.72718514444364,triangular
2012,1.25,1176.5938612563073,uniform
2013,1.25,843.3730396077808,poisson
2014,1.25,252.90046017944857,gaussian
2015,1.25,210.50733168164876,triangular
2016,1.25,893.478450378492,uniform
2017,1.25,735.4848439732493,poisson
2018,1.25,377.15308386767924,gaussian
2019,1.25,553.747556085494,triangular
2020,1.25,1064.4970488489378,uniform
2021,1.25,317.6440618074208,poisson
2022,1.25,385.3687475738177,gaussian
2023,1.25,467.5062703581919,triangular
2024,1.25,958.9767627347147,uniform
2025,1.25,212.48331161173553,poisson
2026,1.25,426.75284389157883,gaussian
2027,1.25,950.1556997580545,triangular
2028,1.25,253.50263598602496,uniform
2029,1.25,524.4368202382806,poisson
2030,1.25,27.246989171722195,gaussian
2031,1.25,523.0204619548797,triangular
2032,1.25,89.51232937273947,uniform
2033,1.25,212.18519049451712,poisson
2034,1.25,180.66060249601125,gaussian
2035,1.25,660.4208332989043,triangular
2036,1.25,23.860516911090706,uniform
2037,1.25,629.8842418414076,poisson
2038,1.25,155.40587754970815,gaussian
2039,1.25,535.670964963662,triangular
2040,1.25,725.5617782053515,uniform
2041,1.25,314.81815767039836,poisson
2042,1.25,72.83183303133602,gaussian
2043,1.25,712.463811665627,triangular
2044,1.25,455.2653674856483,uniform
2045,1.25,525.1762373216034,poisson
2046,1.25,310.52397829636607,gaussian
2047,1.25,176.8031957045214,triangular
2048,1.25,207.29109077373477,uniform
2049,1.25,425.14438201842916,poisson
2050,1.25,328.0354387691171,gaussian
2051,1.25,293.8163979161121,triangular
2052,1.25,757.2407494325585,uniform
2053,1.25,636.9455884159852,poisson
2054,1.25,8.196137769342169,gaussian
2055,1.25,246.0272107107245,triangular
2056,1.25,1027.2325804570116,uniform
2057,1.25,637.1331655187284,poisson
2058,1.25,11.501272646109017,gaussian
2059,1.25,964.5365658367532,triangular
2060,1.25,1162.8602921395304,uniform
2061,1.25,315.41220299375647,poisson
2062,1.25,455.97293810005107,gaussian
2063,1.25,255.27941661335407,triangular
2064,1.25,129.9701796617579,uniform
2065,1.25,420.9401503755135,poisson
2066,1.25,920.2983715120778,gaussian
2067,1.25,636.704335526944,triangular
2068,1.25,1197.3125200376285,uniform
2069,1.25,741.7853312250702,poisson
2070,1.25,29.09486251218015,gaussian
2071,1.25,722.1240072513724,triangular
2072,1.25,1048.8374134294868,uniform
2073,1.25,210.8486817428035,poisson
2074,1.25,13.166309143776177,gaussian
2075,1.25,751.027895324913,triangular
2076,1.25,325.1487747531919,uniform
2077,1.25,632.18661906688,poisson
2078,1.25,24.88582977082445,gaussian
2079,1.25,1051.3690924824748,triangular
2080,1.25,788.3528474614055,uniform
2081,1.25,530.9922632784068,poisson
2082,1.25,35.83144610604648,gaussian
2083,1.25,677.2767449632041,triangular
2084,1.25,568.1812149449224,uniform
2085,1.25,423.0711002007263,poisson
2086,1.25,703.6882607352727,gaussian
2087,1.25,772.0748562567619,triangular
2088,1.25,255.60619716179755,uniform
2089,1.25,419.66074129181584,poisson
2090,1.25,522.0854011176002,gaussian
2091,1.25,609.8099485290992,triangular
2092,1.25,603.5657686950964,uniform
2093,1.25,105.16971460920992,poisson
2094,1.25,271.40878301978825,gaussian
2095,1.25,1059.464888641379,triangular
2096,1.25,565.3443251149209,uniform
2097,1.25,211.7614517955307,poisson
2098,1.25,220.90683332847863,gaussian
2099,1.25,994.726958733038,triangular
2100,1.25,961.7556647329214,uniform
2101,1.25,212.54660776286383,poisson
2102,1.25,164.8290310516028,gaussian
2103,1.25,837.5931471600207,triangular
2104,1.25,190.38988674241267,uniform
2105,1.25,317.41375795545395,poisson
2106,1.25,673.9266139605977,gaussian
2107,1.25,710.2330609043532,triangular
2108,1.25,1203.3018105491715,uniform
2109,1.25,839.1960663823837,poisson
2110,1.25,60.71867941962085,gaussian
2111,1.25,431.9875261422646,triangular
2112,1.25,88.62045314643385,uniform
2113,1.25,105.9390514772559,poisson
2114,1.25,101.94347503063226,gaussian
2115,1.25,535.2885612134783,triangular
2116,1.25,716.6276436689709,uniform
2117,1.25,211.58810613355072,poisson
2118,1.25,430.54496188074376,gaussian
2119,1.25,451.1172301781569,triangular
2120,1.25,890.1576688278705,uniform
2121,1.25,947.8899038657502,poisson
2122,1.25,315.81426945259363,gaussian
2123,1.25,1021.8225265549572,triangular
2124,1.25,746.6016779164191,uniform
2125,1.25,425.0384480205195,poisson
2126,1.25,786.8487195992469,gaussian
2127,1.25,417.8008381249197,triangular
2128,1.25,474.7778440408664,uniform
2129,1.25,839.1699642803909,poisson
2130,1.25,467.85394813555985,gaussian
2131,1.25,939.7759237597035,triangular
2132,1.25,1052.4128731665642,uniform
2133,1.25,734.3532927787634,poisson
2134,1.25,815.3245379516802,gaussian
2135,1.25,568.2522306539234,triangular
2136,1.25,186.32472638543527,uniform
2137,1.25,524.4506363499394,poisson
2138,1.25,185.34815324326016,gaussian
2139,1.25,671.8978700608177,triangular
2140,1.25,854.1714752530538,uniform
2141,1.25,734.2569266034309,poisson
2142,1.25,19.243115136321364,gaussian
2143,1.25,894.9409379707764,triangular
2144,1.25,1106.426846552546,uniform
2145,1.25,744.0181147921111,poisson
2146,1.25,355.31322750596104,gaussian
2147,1.25,921.8952147764473,triangular
2148,1.25,1156.0165415402396,uniform
2149,1.25,737.8855523304852,poisson
2150,1.25,174.84985888094513,gaussian
2151,1.25,691.7436103133098,triangular
2152,1.25,819.7362112824804,uniform
2153,1.25,524.472920470475,poisson
2154,1.25,354.6427059725487,gaussian
2155,1.25,267.31729138727206,triangular
2156,1.25,582.370785335166,uniform
2157,1.25,839.1054730410183,poisson
2158,1.25,83.92383476691467,gaussian
2159,1.25,574.06705835232,triangular
2160,1.25,1135.473794861748,uniform
2161,1.25,634.8515766401327,poisson
2162,1.25,83.26594786812105,gaussian
2163,1.25,551.6886353242445,triangular
2164,1.25,681.9259426598769,uniform
2165,1.25,841.9799977346455,poisson
2166,1.25,561.3195243732819,gaussian
2167,1.25,958.0473383948829,triangular
2168,1.25,595.8702732564445,uniform
2169,1.25,421.784214507401,poisson
2170,1.25,210.19277060054367,gaussian
2171,1.25,667.1803865185956,triangular
2172,1.25,76.38271269538795,uniform
2173,1.25,316.5267136905529,poisson
2174,1.25,122.16557575667123,gaussian
2175,1.25,392.06390745287825,triangular
2176,1.25,635.4986939727768,uniform
2177,1.25,104.92821207320584,poisson
2178,1.25,112.17132544950184,gaussian
2179,1.25,256.11286342881453,triangular
2180,1.25,522.4428308027738,uniform
2181,1.25,210.02181403965696,poisson
2182,1.25,706.2727548465398,gaussian
2183,1.25,975.027264021811,triangular
2184,1.25,1144.8059707308184,uniform
2185,1.25,317.25171256176316,poisson
2186,1.25,559.1496064868612,gaussian
2187,1.25,793.4311727305463,triangular
2188,1.25,843.9845314221964,uniform
2189,1.25,210.60895038236714,poisson
2190,1.25,371.0580889943203,gaussian
2191,1.25,935.260394521941,triangular
2192,1.25,94.56793464556,uniform
2193,1.25,424.0484124559784,poisson
2194,1.25,60.724288295350775,gaussian
2195,1.25,754.7302129220069,triangular
2196,1.25,392.2514006667321,uniform
2197,1.25,420.1717712333531,poisson
2198,1.25,216.40463536931242,gaussian
2199,1.25,660.2158292545429,triangular
2200,1.25,60.25159306835825,uniform
2201,1.25,530.3254682701661,poisson
2202,1.25,340.1077796547871,gaussian
2203,1.25,754.2048357179365,triangular
2204,1.25,509.7696002024944,uniform
