,dummies,value,type
408,17,244.2650594671298,uniform
409,17,73.05394148538268,poisson
410,17,82.41371688491328,gaussian
411,17,192.63439298647856,triangular
412,18,194.5014900327599,uniform
413,18,33.76829187091578,poisson
414,18,44.34813338794494,gaussian
415,18,398.35811586166636,triangular
416,19,179.00589206597155,uniform
417,19,85.82498306565944,poisson
418,19,241.65451293763118,gaussian
419,19,73.81184651763682,triangular
420,20,157.7014716186642,uniform
421,20,233.25094064149422,poisson
422,20,148.61400535752563,gaussian
423,20,174.50924388382813,triangular
424,21,316.37284155645204,uniform
425,21,119.2733283998482,poisson
426,21,120.30358559945573,gaussian
427,21,421.3157449134195,triangular
428,22,155.970903055286,uniform
429,22,106.99939167466277,poisson
430,22,76.22738952640884,gaussian
431,22,220.15590895293658,triangular
432,23,230.4993336089173,uniform
433,23,37.374264742912935,poisson
434,23,149.64414902267518,gaussian
435,23,298.432325495307,triangular
436,24,258.1206564384668,uniform
437,24,113.04677706675913,poisson
438,24,153.3369760374304,gaussian
439,24,103.1311181472933,triangular
440,25,184.0648320806577,uniform
441,25,86.49101046013558,poisson
442,25,7.984563286535214,gaussian
443,25,256.0685822303644,triangular
444,26,247.97916826326326,uniform
445,26,142.95502354496793,poisson
446,26,227.06737406969714,gaussian
447,26,177.9272384798141,triangular
448,27,251.4953491384112,uniform
449,27,256.04319820017594,poisson
450,27,100.98211473501124,gaussian
451,27,192.4292031731031,triangular
452,28,185.25993094842536,uniform
453,28,345.82802591922814,poisson
454,28,336.36807416996334,gaussian
455,28,133.63945753026545,triangular
456,29,109.78395379439269,uniform
457,29,164.05317661962297,poisson
458,29,129.09806138375785,gaussian
459,29,111.31508688728962,triangular
460,30,287.79616869809075,uniform
461,30,222.03557621183975,poisson
462,30,5.562947024276847,gaussian
463,30,260.6194889613166,triangular
464,2,425.80423576675076,uniform
465,2,1153.4840023916609,poisson
466,2,165.42302738126133,gaussian
467,2,1568.2997937354419,triangular
468,3,911.8736507828497,uniform
469,3,672.2582848836024,poisson
470,3,127.2217373461561,gaussian
471,3,303.6282828995535,triangular
472,4,566.1994222371336,uniform
473,4,232.46895211677455,poisson
474,4,18.827599044210544,gaussian
475,4,998.7860315196177,triangular
476,5,116.81114863928504,uniform
477,5,47.84804440252011,poisson
478,5,385.4007313910164,gaussian
479,5,741.1811991230518,triangular
480,6,344.9668615602818,uniform
481,6,271.410333227189,poisson
482,6,26.22713881213511,gaussian
483,6,231.7748062813992,triangular
484,7,491.18696799173915,uniform
485,7,169.40995329579974,poisson
486,7,489.6585338856875,gaussian
487,7,624.5726767994167,triangular
488,8,527.6976407539527,uniform
489,8,241.0662949332855,poisson
490,8,308.3032210326264,gaussian
491,8,285.2128103597431,triangular
492,9,425.0948405637752,uniform
493,9,263.56132027783167,poisson
494,9,145.3347529690247,gaussian
495,9,486.4547733940905,triangular
496,10,109.06507570161021,uniform
497,10,142.2884026888718,poisson
498,10,68.50076539485504,gaussian
499,10,91.30620583768378,triangular
500,11,399.0803305542632,uniform
501,11,161.7966986137789,poisson
502,11,88.66104347266531,gaussian
503,11,312.0098401103066,triangular
504,12,446.7005968784914,uniform
505,12,269.41973398193346,poisson
506,12,198.16378062502588,gaussian
507,12,51.11431753943418,triangular
508,13,274.3433153165741,uniform
509,13,384.48870174135357,poisson
510,13,52.260519373900614,gaussian
511,13,283.199333517962,triangular
512,14,456.44878224614234,uniform
513,14,147.12389581901496,poisson
514,14,91.80846919567766,gaussian
515,14,199.53987755805815,triangular
516,15,412.4228034788922,uniform
517,15,253.1021785028646,poisson
518,15,9.870062079628296,gaussian
519,15,208.53102874876336,triangular
520,16,416.44899642493533,uniform
521,16,107.01282963982835,poisson
522,16,176.02930320105744,gaussian
523,16,87.02627101712599,triangular
524,17,109.13529629033458,uniform
525,17,121.61797788875359,poisson
526,17,211.6195832574649,gaussian
527,17,231.13864088220427,triangular
528,18,193.5955126654374,uniform
529,18,413.05925225241305,poisson
530,18,47.91356170503786,gaussian
531,18,147.09673012485356,triangular
532,19,234.99402957191697,uniform
533,19,334.6196612873792,poisson
534,19,219.57859687123306,gaussian
535,19,167.06117885769024,triangular
536,20,141.24978471003107,uniform
537,20,161.01041485679752,poisson
538,20,187.73354163425114,gaussian
539,20,49.729604414548085,triangular
540,21,254.77395676029636,uniform
541,21,170.61063437018666,poisson
542,21,139.1074112314096,gaussian
543,21,40.21483580239917,triangular
544,22,118.3340139513527,uniform
545,22,47.90333034177813,poisson
546,22,55.28204821015892,gaussian
547,22,177.89111241558732,triangular
548,23,167.97237128863213,uniform
549,23,63.36631073013352,poisson
550,23,31.11425749890962,gaussian
551,23,342.10413803074016,triangular
552,24,288.1648307511677,uniform
553,24,23.495330345132192,poisson
554,24,126.38516993248133,gaussian
555,24,88.4681073384264,triangular
556,25,118.08735774233307,uniform
557,25,47.10151515562974,poisson
558,25,171.12680502321908,gaussian
559,25,261.7607508512155,triangular
560,26,203.71712013207014,uniform
561,26,184.74010431525477,poisson
562,26,45.475806708388816,gaussian
563,26,141.67881092376263,triangular
564,27,292.5110245232318,uniform
565,27,78.00884878878225,poisson
566,27,284.7577685214988,gaussian
567,27,145.4569780795451,triangular
568,28,220.95816138379783,uniform
569,28,176.1023538825147,poisson
570,28,137.89152707748408,gaussian
571,28,109.16061937880237,triangular
572,29,347.4646550584526,uniform
573,29,127.94124264327503,poisson
574,29,117.13131396093783,gaussian
575,29,172.5704960682287,triangular
576,30,42.75135010636209,uniform
577,30,151.70326627836425,poisson
578,30,60.53484984627076,gaussian
579,30,80.37620115807876,triangular
580,2,334.1838471315112,uniform
581,2,830.6424549977711,poisson
582,2,315.412893235563,gaussian
583,2,481.8963556614915,triangular
584,3,568.4768942476204,uniform
585,3,544.5519812207582,poisson
586,3,239.3485482325929,gaussian
587,3,195.76923187609785,triangular
588,4,201.42747712721737,uniform
589,4,417.73629842324556,poisson
590,4,535.9663539094842,gaussian
591,4,489.98986341414155,triangular
592,5,866.5838911492126,uniform
593,5,518.3307262619916,poisson
594,5,413.3986319888881,gaussian
595,5,752.6130165347757,triangular
596,6,165.20350703584592,uniform
597,6,400.9384573671507,poisson
598,6,33.06187340545562,gaussian
599,6,474.5720141999763,triangular
600,7,388.0881706422275,uniform
601,7,422.43276469725544,poisson
602,7,336.27224269530956,gaussian
603,7,448.84217088650917,triangular
604,8,170.28258081315127,uniform
605,8,167.9389455824132,poisson
606,8,71.70162288818088,gaussian
607,8,110.74627559177398,triangular
608,9,601.2571302226195,uniform
609,9,317.7966078035747,poisson
610,9,108.32928775753705,gaussian
611,9,128.4163315590135,triangular
612,10,581.0599379868322,uniform
613,10,300.25319554397845,poisson
614,10,77.04826705239329,gaussian
615,10,275.6304263662697,triangular
616,11,340.83581241543567,uniform
617,11,127.96214158906169,poisson
618,11,199.00174161428453,gaussian
619,11,303.11931405247253,triangular
620,12,246.72123143916411,uniform
621,12,147.9592693192807,poisson
622,12,131.04290332029564,gaussian
623,12,171.57780250912919,triangular
624,13,417.3456740679158,uniform
625,13,57.43756714341613,poisson
626,13,91.05240010565112,gaussian
627,13,346.60546692955063,triangular
628,14,371.23358089815787,uniform
629,14,175.49986686025383,poisson
630,14,154.95414466258336,gaussian
631,14,406.490355261107,triangular
632,15,411.03620544732973,uniform
633,15,160.55175814955155,poisson
634,15,145.24621272044863,gaussian
635,15,777.6052707049843,triangular
636,16,144.66822132097823,uniform
637,16,237.1894893900678,poisson
638,16,317.6120887984598,gaussian
639,16,39.01186453215554,triangular
640,17,377.946318360062,uniform
641,17,258.3893187059939,poisson
642,17,108.33372366637288,gaussian
643,17,115.0206429978307,triangular
644,18,110.1748883415625,uniform
645,18,117.05076851456072,poisson
646,18,68.30895707163582,gaussian
647,18,54.575215074627565,triangular
648,19,133.0827055074287,uniform
649,19,36.689140292034686,poisson
650,19,192.08234477743176,gaussian
651,19,212.90049403244814,triangular
652,20,144.47425649021304,uniform
653,20,246.3480964747011,poisson
654,20,24.601055047489474,gaussian
655,20,297.7098329675398,triangular
656,21,198.8018656052405,uniform
657,21,287.34335185774984,poisson
658,21,107.66857759093106,gaussian
659,21,73.33633379344607,triangular
660,22,253.40562287908935,uniform
661,22,505.0086036102084,poisson
662,22,151.79370185791004,gaussian
663,22,249.89933254321176,triangular
664,23,454.6743871318132,uniform
665,23,179.34236713756098,poisson
666,23,17.339488046137177,gaussian
667,23,157.9278453966579,triangular
668,24,216.82106045486574,uniform
669,24,202.37215850082748,poisson
670,24,138.4860476095451,gaussian
671,24,127.0642209496321,triangular
672,25,237.84453772177673,uniform
673,25,137.71326949819903,poisson
674,25,205.27301810492642,gaussian
675,25,336.1080358638601,triangular
676,26,370.03305134911346,uniform
677,26,172.22718022490025,poisson
678,26,148.15315657992468,gaussian
679,26,191.95855676540188,triangular
680,27,247.1103143369672,uniform
681,27,42.44656557972918,poisson
682,27,167.5656757522548,gaussian
683,27,26.629978637672373,triangular
684,28,93.1939870822697,uniform
685,28,190.05234161963892,poisson
686,28,217.9007013691497,gaussian
687,28,203.95210641435273,triangular
688,29,125.85892782047833,uniform
689,29,245.42870218462966,poisson
690,29,18.08546523184039,gaussian
691,29,74.9445846012365,triangular
692,30,76.66157831037725,uniform
693,30,183.96541966041664,poisson
694,30,225.0734341121164,gaussian
695,30,201.68935790336445,triangular
696,2,80.64307930207643,uniform
697,2,425.0379968050631,poisson
698,2,391.21600002675683,gaussian
699,2,129.4896115040925,triangular
700,3,547.6561255000399,uniform
701,3,365.38249178061085,poisson
702,3,413.84187490831624,gaussian
703,3,934.2839343237267,triangular
704,4,523.8546051048996,uniform
705,4,137.10343063915153,poisson
706,4,651.7129678599366,gaussian
707,4,460.92789859668505,triangular
708,5,211.76260764637698,uniform
709,5,536.3178648026229,poisson
710,5,166.9333999841059,gaussian
711,5,514.9373533629566,triangular
712,6,865.3663760794954,uniform
713,6,514.8794339762775,poisson
714,6,384.19054592845873,gaussian
715,6,276.0041904534573,triangular
716,7,449.74834482616586,uniform
717,7,341.0671409429445,poisson
718,7,133.42600385742207,gaussian
719,7,295.27727859840303,triangular
720,8,287.04259458703723,uniform
721,8,447.97378757636284,poisson
722,8,173.95141443930174,gaussian
723,8,493.6861142903014,triangular
724,9,299.63462263740865,uniform
725,9,301.5630731111324,poisson
726,9,165.6628053348847,gaussian
727,9,57.3339945909247,triangular
728,10,161.1114404508019,uniform
729,10,488.3371272431951,poisson
730,10,134.79477335338774,gaussian
731,10,358.9778332978841,triangular
732,11,153.59340984109568,uniform
733,11,336.7640245223383,poisson
734,11,102.53695411315762,gaussian
735,11,53.04474770684104,triangular
736,12,752.4945098061896,uniform
737,12,113.47431338767284,poisson
738,12,15.102483909589457,gaussian
739,12,304.895459125363,triangular
740,13,76.95822237570628,uniform
741,13,145.49561039944257,poisson
742,13,150.22587759052868,gaussian
743,13,292.1439359156663,triangular
744,14,341.5632488800995,uniform
745,14,250.30761663698965,poisson
746,14,66.89335098148493,gaussian
747,14,339.58821935643556,triangular
748,15,96.96426823094262,uniform
749,15,170.9504857962478,poisson
750,15,112.0662653922431,gaussian
751,15,209.80192763091736,triangular
752,16,247.41058501214997,uniform
753,16,199.40343325860852,poisson
754,16,190.95076136676113,gaussian
755,16,249.07395220465017,triangular
756,17,199.72902160761794,uniform
757,17,348.78217585515625,poisson
758,17,118.73696640812881,gaussian
759,17,174.9185976586789,triangular
760,18,315.23442340022524,uniform
761,18,156.55487038425227,poisson
762,18,55.936799329824694,gaussian
763,18,60.79172411710422,triangular
764,19,325.729806777462,uniform
765,19,91.54302525015025,poisson
766,19,81.66211808582737,gaussian
767,19,242.1092980760842,triangular
768,20,228.17381832894282,uniform
769,20,190.05220265832637,poisson
770,20,224.0067837689537,gaussian
771,20,263.46158339633007,triangular
772,21,166.92061920816676,uniform
773,21,34.40322912469632,poisson
774,21,178.85194872319246,gaussian
775,21,170.29673040777584,triangular
776,22,331.1421098470148,uniform
777,22,228.47741465021332,poisson
778,22,49.22340966680397,gaussian
779,22,236.40579396573122,triangular
780,23,159.40962927312518,uniform
781,23,214.10064539637452,poisson
782,23,259.01951241864964,gaussian
783,23,122.37744506692627,triangular
784,24,110.21764623699447,uniform
785,24,239.72260733600078,poisson
786,24,118.17923460219134,gaussian
787,24,107.27277568674533,triangular
788,25,131.06487717172664,uniform
789,25,192.34389895392653,poisson
790,25,48.42593136770628,gaussian
791,25,56.06038928972956,triangular
792,26,386.76090532845745,uniform
793,26,266.30130729410627,poisson
794,26,109.26697262213106,gaussian
795,26,136.16726373640665,triangular
796,27,151.43980290990825,uniform
797,27,70.56174887768427,poisson
798,27,311.7272477081812,gaussian
799,27,146.44322492794078,triangular
800,28,186.5450812278275,uniform
801,28,233.3563569126441,poisson
802,28,109.94559952158458,gaussian
803,28,264.3435586096137,triangular
804,29,262.535574509903,uniform
805,29,245.0353011804248,poisson
806,29,95.80063337034035,gaussian
807,29,119.71869255710878,triangular
808,30,263.32215074539636,uniform
809,30,182.6873711232036,poisson
810,30,218.21195681108918,gaussian
811,30,74.45020691973893,triangular
812,2,1049.162175110645,uniform
813,2,700.1507213346946,poisson
814,2,446.8132382743105,gaussian
815,2,289.69900602776744,triangular
816,3,772.9509228426197,uniform
817,3,315.18651399816304,poisson
818,3,83.00376712497938,gaussian
819,3,601.0838486098886,triangular
820,4,156.4616848156616,uniform
821,4,265.35170979270754,poisson
822,4,368.25779219137314,gaussian
823,4,237.9779754799973,triangular
824,5,189.58926287599166,uniform
825,5,475.4801522297606,poisson
826,5,153.7647870844143,gaussian
827,5,1069.091866095191,triangular
828,6,517.3784343765408,uniform
829,6,247.77112325226238,poisson
830,6,365.39097276066207,gaussian
831,6,491.86110487431114,triangular
832,7,133.1829315994707,uniform
833,7,229.76962843385533,poisson
834,7,279.60618888280294,gaussian
835,7,253.11215983502728,triangular
836,8,279.70335968454947,uniform
837,8,323.4110843249269,poisson
838,8,220.28841706624394,gaussian
839,8,270.4290603071257,triangular
840,9,124.7413684213231,uniform
841,9,87.57152224169214,poisson
842,9,268.8356026867211,gaussian
843,9,457.94451781221494,triangular
844,10,125.18999333987324,uniform
845,10,374.0316490052056,poisson
846,10,246.0561594172968,gaussian
847,10,53.39688509532944,triangular
848,11,209.4859773197452,uniform
849,11,170.88248111452612,poisson
850,11,296.8637608711398,gaussian
851,11,197.32851265961287,triangular
852,12,301.24107913417834,uniform
853,12,59.630501521576484,poisson
854,12,226.14318207294332,gaussian
855,12,156.50269250008844,triangular
856,13,544.7997360619495,uniform
857,13,167.21536182503036,poisson
858,13,108.02848833417015,gaussian
859,13,314.0896766694031,triangular
